3KO2	2.9	X-RAY DIFFRACTION
3KOA	2.4	X-RAY DIFFRACTION
3KOV	2.9	X-RAY DIFFRACTION
3KQ8	1.6	X-RAY DIFFRACTION
3KQH	2.4	X-RAY DIFFRACTION
3KQK	2.8	X-RAY DIFFRACTION
3KQL	2.5	X-RAY DIFFRACTION
3KQN	2.05	X-RAY DIFFRACTION
3KQU	2.4	X-RAY DIFFRACTION
3KS8	2.401	X-RAY DIFFRACTION
3KSA	3.3	X-RAY DIFFRACTION
3KSB	3.5	X-RAY DIFFRACTION
3KTQ	2.3	X-RAY DIFFRACTION
3KTU	2.3	X-RAY DIFFRACTION
3KTV	3.8	X-RAY DIFFRACTION
3KTW	3.2	X-RAY DIFFRACTION
3KUY	2.9	X-RAY DIFFRACTION
3KWQ	3.5	X-RAY DIFFRACTION
3KXB	3.2	X-RAY DIFFRACTION
3KXT	1.602	X-RAY DIFFRACTION
3KYL	2.7	X-RAY DIFFRACTION
3KZ8	1.91	X-RAY DIFFRACTION
3L0U	3.0	X-RAY DIFFRACTION
3L1P	2.8	X-RAY DIFFRACTION
3L1Q	2.5	X-RAY DIFFRACTION
3L25	2.0	X-RAY DIFFRACTION
3L26	2.4	X-RAY DIFFRACTION
3L2C	1.868	X-RAY DIFFRACTION
3L2P	3.0	X-RAY DIFFRACTION
3L2Q	3.25	X-RAY DIFFRACTION
3L2R	2.88	X-RAY DIFFRACTION
3L2U	3.15	X-RAY DIFFRACTION
3L2V	3.2	X-RAY DIFFRACTION
3L2W	3.2	X-RAY DIFFRACTION
3L3C	2.85	X-RAY DIFFRACTION
3L4J	2.48	X-RAY DIFFRACTION
3L4K	2.98	X-RAY DIFFRACTION
3L8B	2.15	X-RAY DIFFRACTION
3LA5	1.7	X-RAY DIFFRACTION
3LAJ	2.306	X-RAY DIFFRACTION
3LAP	2.15	X-RAY DIFFRACTION
3LDS	3.0	X-RAY DIFFRACTION
3LDY	1.97	X-RAY DIFFRACTION
3LEL	2.95	X-RAY DIFFRACTION
3LJA	2.75	X-RAY DIFFRACTION
3LK9	2.5	X-RAY DIFFRACTION
3LLN	3.0	X-RAY DIFFRACTION
3LNQ	2.25	X-RAY DIFFRACTION
3LOA	2.299	X-RAY DIFFRACTION
3LOB	3.6	X-RAY DIFFRACTION
3LPV	1.77	X-RAY DIFFRACTION
3LQX	1.93	X-RAY DIFFRACTION
3LRN	2.6	X-RAY DIFFRACTION
3LRR	2.15	X-RAY DIFFRACTION
3LSP	2.66	X-RAY DIFFRACTION
3LSR	2.55	X-RAY DIFFRACTION
3LTN	3.1	X-RAY DIFFRACTION
3LTR	1.3	X-RAY DIFFRACTION
3LTU	1.4	X-RAY DIFFRACTION
3LWH	1.9	X-RAY DIFFRACTION
3LWI	2.3	X-RAY DIFFRACTION
3LWL	2.25	X-RAY DIFFRACTION
3LWM	2.186	X-RAY DIFFRACTION
3LWO	2.855	X-RAY DIFFRACTION
3LWP	2.5	X-RAY DIFFRACTION
3LWQ	2.678	X-RAY DIFFRACTION
3LWR	2.203	X-RAY DIFFRACTION
3LWV	2.499	X-RAY DIFFRACTION
3LZ0	2.5	X-RAY DIFFRACTION
3LZ1	2.5	X-RAY DIFFRACTION
3LZI	2.3	X-RAY DIFFRACTION
3LZJ	2.05	X-RAY DIFFRACTION
3M3Y	3.18	X-RAY DIFFRACTION
3M4A	1.65	X-RAY DIFFRACTION
3M4O	3.57	X-RAY DIFFRACTION
3M7K	1.92	X-RAY DIFFRACTION
3M7N	2.4	X-RAY DIFFRACTION
3M85	3.0	X-RAY DIFFRACTION
3M8R	2.0	X-RAY DIFFRACTION
3M8S	2.2	X-RAY DIFFRACTION
3M9E	2.406	X-RAY DIFFRACTION
3M9M	2.9	X-RAY DIFFRACTION
3M9N	1.93	X-RAY DIFFRACTION
3M9O	2.0	X-RAY DIFFRACTION
3MAQ	2.4	X-RAY DIFFRACTION
3MBS	1.27	X-RAY DIFFRACTION
3MBY	2.0	X-RAY DIFFRACTION
3MDA	2.031	X-RAY DIFFRACTION
3MDC	1.999	X-RAY DIFFRACTION
3MDG	2.22	X-RAY DIFFRACTION
3MDI	2.07	X-RAY DIFFRACTION
3MEI	1.968	X-RAY DIFFRACTION
3MFH	2.0	X-RAY DIFFRACTION
3MFI	1.76	X-RAY DIFFRACTION
3MFK	3.0	X-RAY DIFFRACTION
3MGH	2.4	X-RAY DIFFRACTION
3MGI	2.603	X-RAY DIFFRACTION
3MGP	2.44	X-RAY DIFFRACTION
3MGQ	2.65	X-RAY DIFFRACTION
3MGR	2.3	X-RAY DIFFRACTION
3MGS	3.15	X-RAY DIFFRACTION
3MGV	2.29	X-RAY DIFFRACTION
3MHT	2.7	X-RAY DIFFRACTION
3MIJ	2.6	X-RAY DIFFRACTION
3MIP	2.4	X-RAY DIFFRACTION
3MIS	2.3	X-RAY DIFFRACTION
3MJ0	2.306	X-RAY DIFFRACTION
3MJ3	3.1	X-RAY DIFFRACTION
3MJA	2.8	X-RAY DIFFRACTION
3MJB	2.8	X-RAY DIFFRACTION
3MKW	2.99	X-RAY DIFFRACTION
3MKY	2.86	X-RAY DIFFRACTION
3MKZ	2.98	X-RAY DIFFRACTION
3MLN	2.4	X-RAY DIFFRACTION
3MLO	3.01	X-RAY DIFFRACTION
3MLP	2.8	X-RAY DIFFRACTION
3MNN	2.5	X-RAY DIFFRACTION
3MOJ	2.902	X-RAY DIFFRACTION
3MQ6	2.0	X-RAY DIFFRACTION
3MQK	2.8	X-RAY DIFFRACTION
3MQY	2.0	X-RAY DIFFRACTION
3MR2	1.83	X-RAY DIFFRACTION
3MR3	1.75	X-RAY DIFFRACTION
3MR5	1.8	X-RAY DIFFRACTION
3MR6	1.9	X-RAY DIFFRACTION
3MU6	2.434	X-RAY DIFFRACTION
3MUM	2.9	X-RAY DIFFRACTION
3MUR	3.0	X-RAY DIFFRACTION
3MUT	3.0	X-RAY DIFFRACTION
3MUV	3.2	X-RAY DIFFRACTION
3MVA	2.2	X-RAY DIFFRACTION
3MVB	2.786	X-RAY DIFFRACTION
3MVD	2.9	X-RAY DIFFRACTION
3MX4	2.5	X-RAY DIFFRACTION
3MX9	2.6	X-RAY DIFFRACTION
3MXA	2.3	X-RAY DIFFRACTION
3MXB	2.3	X-RAY DIFFRACTION
3MXH	2.3	X-RAY DIFFRACTION
3MXI	2.55	X-RAY DIFFRACTION
3MXM	1.75	X-RAY DIFFRACTION
3MZH	2.9	X-RAY DIFFRACTION
3N1I	2.2	X-RAY DIFFRACTION
3N1J	2.65	X-RAY DIFFRACTION
3N1K	2.702	X-RAY DIFFRACTION
3N1L	2.35	X-RAY DIFFRACTION
3N4M	2.987	X-RAY DIFFRACTION
3N4N	1.92	X-RAY DIFFRACTION
3N4O	2.9	X-RAY DIFFRACTION
3N6S	3.1	X-RAY DIFFRACTION
3N78	2.95	X-RAY DIFFRACTION
3N7B	2.65	X-RAY DIFFRACTION
3N7Q	2.4	X-RAY DIFFRACTION
3N97	3.252	X-RAY DIFFRACTION
3NAE	2.003	X-RAY DIFFRACTION
3NAO	5.03	X-RAY DIFFRACTION
3NBN	3.45	X-RAY DIFFRACTION
3NCI	1.79	X-RAY DIFFRACTION
3NCU	2.55	X-RAY DIFFRACTION
3ND3	1.37	X-RAY DIFFRACTION
3ND4	1.524	X-RAY DIFFRACTION
3NDB	3.0	X-RAY DIFFRACTION
3NDH	1.3	X-RAY DIFFRACTION
3NDK	2.0	X-RAY DIFFRACTION
3NE6	2.001	X-RAY DIFFRACTION
3NGD	2.8	X-RAY DIFFRACTION
3NGI	1.886	X-RAY DIFFRACTION
3NGO	2.2	X-RAY DIFFRACTION
3NGZ	2.1	X-RAY DIFFRACTION
3NH0	2.3	X-RAY DIFFRACTION
3NH1	2.107	X-RAY DIFFRACTION
3NH2	2.3	X-RAY DIFFRACTION
3NHG	2.5	X-RAY DIFFRACTION
3NIC	2.8	X-RAY DIFFRACTION
3NJ6	0.95	X-RAY DIFFRACTION
3NJ7	1.904	X-RAY DIFFRACTION
3NKB	1.916	X-RAY DIFFRACTION
3NL0	2.6	X-RAY DIFFRACTION
3NM9	2.85	X-RAY DIFFRACTION
3NMA	2.6	X-RAY DIFFRACTION
3NMR	1.85	X-RAY DIFFRACTION
3NMU	2.729	X-RAY DIFFRACTION
3NNA	1.899	X-RAY DIFFRACTION
3NNC	2.2005	X-RAY DIFFRACTION
3NNH	2.7501	X-RAY DIFFRACTION
3NP6	2.3	X-RAY DIFFRACTION
3NPN	2.792	X-RAY DIFFRACTION
3NPQ	2.1814	X-RAY DIFFRACTION
3NVI	2.709	X-RAY DIFFRACTION
3NVK	3.209	X-RAY DIFFRACTION
3NX5	2.31	X-RAY DIFFRACTION
3NYP	1.179	X-RAY DIFFRACTION
3NZ7	1.1	X-RAY DIFFRACTION
3O1M	1.75	X-RAY DIFFRACTION
3O1O	1.92	X-RAY DIFFRACTION
3O1P	1.51	X-RAY DIFFRACTION
3O1R	1.77	X-RAY DIFFRACTION
3O1S	1.58	X-RAY DIFFRACTION
3O1T	1.48	X-RAY DIFFRACTION
3O1U	1.54	X-RAY DIFFRACTION
3O1V	1.9	X-RAY DIFFRACTION
3O3F	2.0	X-RAY DIFFRACTION
3O3G	2.1	X-RAY DIFFRACTION
3O3H	2.8	X-RAY DIFFRACTION
3O3I	2.801	X-RAY DIFFRACTION
3O62	3.216	X-RAY DIFFRACTION
3O6E	2.904	X-RAY DIFFRACTION
3O7V	2.1	X-RAY DIFFRACTION
3O8C	2.0	X-RAY DIFFRACTION
3O8R	2.304	X-RAY DIFFRACTION
3O9X	2.0999	X-RAY DIFFRACTION
3OA6	2.35	X-RAY DIFFRACTION
3OD8	2.4	X-RAY DIFFRACTION
3ODA	2.64	X-RAY DIFFRACTION
3ODC	2.8	X-RAY DIFFRACTION
3ODE	2.95	X-RAY DIFFRACTION
3ODH	2.3	X-RAY DIFFRACTION
3OG8	2.4	X-RAY DIFFRACTION
3OGD	2.8	X-RAY DIFFRACTION
3OGU	1.845	X-RAY DIFFRACTION
3OH6	2.894	X-RAY DIFFRACTION
3OH9	2.802	X-RAY DIFFRACTION
3OHA	2.0	X-RAY DIFFRACTION
3OHB	2.0	X-RAY DIFFRACTION
3OIE	1.9	X-RAY DIFFRACTION
3OIJ	3.0	X-RAY DIFFRACTION
3OIN	1.9	X-RAY DIFFRACTION
3OJS	1.9	X-RAY DIFFRACTION
3OJU	2.0	X-RAY DIFFRACTION
3OK2	1.963	X-RAY DIFFRACTION
3OK4	1.149	X-RAY DIFFRACTION
3OL6	2.5	X-RAY DIFFRACTION
3OL7	2.7	X-RAY DIFFRACTION
3OL8	2.75	X-RAY DIFFRACTION
3OL9	2.25	X-RAY DIFFRACTION
3OLA	2.55	X-RAY DIFFRACTION
3OLB	2.41	X-RAY DIFFRACTION
3OMJ	0.95	X-RAY DIFFRACTION
3ON0	2.874	X-RAY DIFFRACTION
3OOL	2.3	X-RAY DIFFRACTION
3OOR	2.5	X-RAY DIFFRACTION
3OPI	1.1	X-RAY DIFFRACTION
3OQG	1.75	X-RAY DIFFRACTION
3OQM	2.96	X-RAY DIFFRACTION
3OQN	3.3	X-RAY DIFFRACTION
3OQO	2.97	X-RAY DIFFRACTION
3OR3	1.95	X-RAY DIFFRACTION
3ORC	3.0	X-RAY DIFFRACTION
3OS0	2.81	X-RAY DIFFRACTION
3OS1	2.97	X-RAY DIFFRACTION
3OS2	3.32	X-RAY DIFFRACTION
3OSF	2.032	X-RAY DIFFRACTION
3OSG	1.997	X-RAY DIFFRACTION
3OSN	1.9	X-RAY DIFFRACTION
3OSP	2.5	X-RAY DIFFRACTION
3OT0	1.7004	X-RAY DIFFRACTION
3OTO	3.69	X-RAY DIFFRACTION
3OUY	2.69	X-RAY DIFFRACTION
3OV7	3.0	X-RAY DIFFRACTION
3OVA	1.98	X-RAY DIFFRACTION
3OVB	1.95	X-RAY DIFFRACTION
3OVS	2.8	X-RAY DIFFRACTION
3OW2	2.7	X-RAY DIFFRACTION
3OWI	2.845	X-RAY DIFFRACTION
3OWW	2.802	X-RAY DIFFRACTION
3OWZ	2.949	X-RAY DIFFRACTION
3OX0	3.049	X-RAY DIFFRACTION
3OXB	2.947	X-RAY DIFFRACTION
3OXD	2.999	X-RAY DIFFRACTION
3OXE	2.899	X-RAY DIFFRACTION
3OXJ	3.2	X-RAY DIFFRACTION
3OXM	2.95	X-RAY DIFFRACTION
3OY9	2.55	X-RAY DIFFRACTION
3OYA	2.65	X-RAY DIFFRACTION
3OYB	2.54	X-RAY DIFFRACTION
3OYC	2.66	X-RAY DIFFRACTION
3OYD	2.54	X-RAY DIFFRACTION
3OYE	2.74	X-RAY DIFFRACTION
3OYF	2.51	X-RAY DIFFRACTION
3OYG	2.56	X-RAY DIFFRACTION
3OYH	2.74	X-RAY DIFFRACTION
3OYI	2.72	X-RAY DIFFRACTION
3OYJ	2.68	X-RAY DIFFRACTION
3OYK	2.72	X-RAY DIFFRACTION
3OYL	2.54	X-RAY DIFFRACTION
3OYM	2.02	X-RAY DIFFRACTION
3OYN	2.68	X-RAY DIFFRACTION
3OZ3	1.57	X-RAY DIFFRACTION
3OZ4	1.59	X-RAY DIFFRACTION
3OZ5	1.36	X-RAY DIFFRACTION
3P22	2.501	X-RAY DIFFRACTION
3P49	3.55	X-RAY DIFFRACTION
3P4A	1.2	X-RAY DIFFRACTION
3P4B	1.45	X-RAY DIFFRACTION
3P4C	1.15	X-RAY DIFFRACTION
3P4D	1.85	X-RAY DIFFRACTION
3P4J	0.55	X-RAY DIFFRACTION
3P57	2.1921	X-RAY DIFFRACTION
3P59	2.1793	X-RAY DIFFRACTION
3P6Y	2.9	X-RAY DIFFRACTION
3PA0	1.6	X-RAY DIFFRACTION
3PBX	1.879	X-RAY DIFFRACTION
3PDM	3.5	FIBER DIFFRACTION
3PDR	1.853	X-RAY DIFFRACTION
3PEW	1.501	X-RAY DIFFRACTION
3PEY	1.401	X-RAY DIFFRACTION
3PF4	1.38	X-RAY DIFFRACTION
3PF5	1.68	X-RAY DIFFRACTION
3PGW	4.4	X-RAY DIFFRACTION
3PHP	\N	SOLUTION NMR
3PIH	2.9	X-RAY DIFFRACTION
3PIO	3.2473	X-RAY DIFFRACTION
3PIP	3.45	X-RAY DIFFRACTION
3PJR	3.3	X-RAY DIFFRACTION
3PKM	3.103	X-RAY DIFFRACTION
3PKY	3.1	X-RAY DIFFRACTION
3PLA	3.15	X-RAY DIFFRACTION
3PML	2.6	X-RAY DIFFRACTION
3PMN	2.2	X-RAY DIFFRACTION
3PNC	2.0	X-RAY DIFFRACTION
3PO2	3.3	X-RAY DIFFRACTION
3PO3	3.3	X-RAY DIFFRACTION
3PO4	1.8	X-RAY DIFFRACTION
3PO5	2.39	X-RAY DIFFRACTION
3POV	2.5	X-RAY DIFFRACTION
3PR4	2.65	X-RAY DIFFRACTION
3PR5	2.4	X-RAY DIFFRACTION
3PT6	3.0	X-RAY DIFFRACTION
3PTA	3.6	X-RAY DIFFRACTION
3PTX	3.0	X-RAY DIFFRACTION
3PU0	3.09	X-RAY DIFFRACTION
3PU1	3.14	X-RAY DIFFRACTION
3PU4	3.0	X-RAY DIFFRACTION
3PV8	1.52	X-RAY DIFFRACTION
3PVI	1.59	X-RAY DIFFRACTION
3PVP	2.3	X-RAY DIFFRACTION
3PVV	2.0	X-RAY DIFFRACTION
3PVX	3.03	X-RAY DIFFRACTION
3PW0	2.91	X-RAY DIFFRACTION
3PW2	2.74	X-RAY DIFFRACTION
3PW4	2.9	X-RAY DIFFRACTION
3PW5	3.0	X-RAY DIFFRACTION
3PW7	2.9	X-RAY DIFFRACTION
3PX0	1.73	X-RAY DIFFRACTION
3PX4	1.582	X-RAY DIFFRACTION
3PX6	1.59	X-RAY DIFFRACTION
3PX7	2.3	X-RAY DIFFRACTION
3PY8	1.74	X-RAY DIFFRACTION
3PZP	3.336	X-RAY DIFFRACTION
3Q05	2.4	X-RAY DIFFRACTION
3Q06	3.2	X-RAY DIFFRACTION
3Q0A	2.69	X-RAY DIFFRACTION
3Q0B	2.2	X-RAY DIFFRACTION
3Q0C	2.6567	X-RAY DIFFRACTION
3Q0D	2.3704	X-RAY DIFFRACTION
3Q0F	2.75	X-RAY DIFFRACTION
3Q0L	2.503	X-RAY DIFFRACTION
3Q0M	2.705	X-RAY DIFFRACTION
3Q0N	2.4	X-RAY DIFFRACTION
3Q0O	2.804	X-RAY DIFFRACTION
3Q0P	2.6	X-RAY DIFFRACTION
3Q0Q	2.0	X-RAY DIFFRACTION
3Q0R	2.0	X-RAY DIFFRACTION
3Q0S	2.0	X-RAY DIFFRACTION
3Q1M	3.2	X-RAY DIFFRACTION
3Q1Q	3.8	X-RAY DIFFRACTION
3Q1R	4.21	X-RAY DIFFRACTION
3Q22	2.11	X-RAY DIFFRACTION
3Q23	1.8	X-RAY DIFFRACTION
3Q24	1.81	X-RAY DIFFRACTION
3Q2T	3.061	X-RAY DIFFRACTION
3Q2Y	2.95	X-RAY DIFFRACTION
3Q3D	2.79	X-RAY DIFFRACTION
3Q3Z	2.51	X-RAY DIFFRACTION
3Q50	2.75	X-RAY DIFFRACTION
3Q51	2.85	X-RAY DIFFRACTION
3Q5C	2.501	X-RAY DIFFRACTION
3Q5F	2.96	X-RAY DIFFRACTION
3Q5P	2.942	X-RAY DIFFRACTION
3Q5R	3.05	X-RAY DIFFRACTION
3Q5S	3.1	X-RAY DIFFRACTION
3Q61	1.56	X-RAY DIFFRACTION
3Q8K	2.2001	X-RAY DIFFRACTION
3Q8L	2.319	X-RAY DIFFRACTION
3Q8M	2.6	X-RAY DIFFRACTION
3Q8P	1.95	X-RAY DIFFRACTION
3Q8Q	2.031	X-RAY DIFFRACTION
3Q8R	2.45	X-RAY DIFFRACTION
3Q8S	2.09	X-RAY DIFFRACTION
3QBA	\N	X-RAY DIFFRACTION
3QCR	3.2	X-RAY DIFFRACTION
3QE9	2.51	X-RAY DIFFRACTION
3QEA	3.1	X-RAY DIFFRACTION
3QEB	3.0	X-RAY DIFFRACTION
3QEI	2.178	X-RAY DIFFRACTION
3QEP	1.8	X-RAY DIFFRACTION
3QER	1.96	X-RAY DIFFRACTION
3QES	1.98	X-RAY DIFFRACTION
3QET	2.08	X-RAY DIFFRACTION
3QEV	1.77	X-RAY DIFFRACTION
3QEW	1.84	X-RAY DIFFRACTION
3QEX	1.73	X-RAY DIFFRACTION
3QF8	1.73	X-RAY DIFFRACTION
3QFQ	2.9001	X-RAY DIFFRACTION
3QG9	2.25	X-RAY DIFFRACTION
3QGB	2.4	X-RAY DIFFRACTION
3QGC	1.9	X-RAY DIFFRACTION
3QI5	2.2	X-RAY DIFFRACTION
3QJJ	2.8049	X-RAY DIFFRACTION
3QJL	2.7009	X-RAY DIFFRACTION
3QJP	3.2986	X-RAY DIFFRACTION
3QK4	2.6	X-RAY DIFFRACTION
3QLP	2.14	X-RAY DIFFRACTION
3QMB	2.06	X-RAY DIFFRACTION
3QMC	2.1	X-RAY DIFFRACTION
3QMD	1.9	X-RAY DIFFRACTION
3QMG	2.3	X-RAY DIFFRACTION
3QMH	2.5	X-RAY DIFFRACTION
3QMI	2.1	X-RAY DIFFRACTION
3QNN	1.92	X-RAY DIFFRACTION
3QNO	1.88	X-RAY DIFFRACTION
3QOQ	3.1	X-RAY DIFFRACTION
3QQY	2.401	X-RAY DIFFRACTION
3QRF	2.8	X-RAY DIFFRACTION
3QRN	1.1	X-RAY DIFFRACTION
3QRP	2.352	X-RAY DIFFRACTION
3QRQ	3.194	X-RAY DIFFRACTION
3QRR	3.099	X-RAY DIFFRACTION
3QSC	2.4	X-RAY DIFFRACTION
3QSF	2.4	X-RAY DIFFRACTION
3QSU	2.2	X-RAY DIFFRACTION
3QSV	2.708	X-RAY DIFFRACTION
3QSY	3.2	X-RAY DIFFRACTION
3QX3	2.162	X-RAY DIFFRACTION
3QXR	1.62	X-RAY DIFFRACTION
3QYM	3.2	X-RAY DIFFRACTION
3QYN	2.5	X-RAY DIFFRACTION
3QYX	3.75	X-RAY DIFFRACTION
3QZ7	1.998	X-RAY DIFFRACTION
3QZ8	1.999	X-RAY DIFFRACTION
3R1C	2.0531	X-RAY DIFFRACTION
3R1D	1.45	X-RAY DIFFRACTION
3R1E	0.972	X-RAY DIFFRACTION
3R1H	3.15	X-RAY DIFFRACTION
3R1L	3.125	X-RAY DIFFRACTION
3R2C	1.902	X-RAY DIFFRACTION
3R2D	2.199	X-RAY DIFFRACTION
3R4F	3.5	X-RAY DIFFRACTION
3R6R	2.4	X-RAY DIFFRACTION
3R7P	2.704	X-RAY DIFFRACTION
3R86	2.8	X-RAY DIFFRACTION
3R8F	3.366	X-RAY DIFFRACTION
3R9W	2.05	X-RAY DIFFRACTION
3R9X	2.8	X-RAY DIFFRACTION
3RA0	2.451	X-RAY DIFFRACTION
3RA4	2.7	X-RAY DIFFRACTION
3RA9	2.7	X-RAY DIFFRACTION
3RAD	3.35	X-RAY DIFFRACTION
3RAE	2.9	X-RAY DIFFRACTION
3RAF	3.24	X-RAY DIFFRACTION
3RAQ	2.25	X-RAY DIFFRACTION
3RAX	1.891	X-RAY DIFFRACTION
3RB0	3.225	X-RAY DIFFRACTION
3RB3	2.8	X-RAY DIFFRACTION
3RB4	2.805	X-RAY DIFFRACTION
3RB6	2.7	X-RAY DIFFRACTION
3RBD	2.502	X-RAY DIFFRACTION
3RBE	2.8	X-RAY DIFFRACTION
3RC8	2.9	X-RAY DIFFRACTION
3REC	\N	SOLUTION NMR
3REH	2.5	X-RAY DIFFRACTION
3REI	2.65	X-RAY DIFFRACTION
3REJ	2.55	X-RAY DIFFRACTION
3REK	2.6	X-RAY DIFFRACTION
3REL	2.7	X-RAY DIFFRACTION
3RER	1.7	X-RAY DIFFRACTION
3RG5	2.0	X-RAY DIFFRACTION
3RH4	1.918	X-RAY DIFFRACTION
3RH5	2.096	X-RAY DIFFRACTION
3RH6	2.048	X-RAY DIFFRACTION
3RI4	3.0	X-RAY DIFFRACTION
3RJE	2.1	X-RAY DIFFRACTION
3RJF	2.3	X-RAY DIFFRACTION
3RJG	2.0	X-RAY DIFFRACTION
3RJH	2.2	X-RAY DIFFRACTION
3RJI	2.3	X-RAY DIFFRACTION
3RJJ	2.0	X-RAY DIFFRACTION
3RJK	2.1	X-RAY DIFFRACTION
3RKF	2.5	X-RAY DIFFRACTION
3RKQ	1.7	X-RAY DIFFRACTION
3RMA	2.84	X-RAY DIFFRACTION
3RMB	2.65	X-RAY DIFFRACTION
3RMC	3.0	X-RAY DIFFRACTION
3RMD	2.98	X-RAY DIFFRACTION
3RMP	2.21	X-RAY DIFFRACTION
3RN2	2.55	X-RAY DIFFRACTION
3RN5	2.5	X-RAY DIFFRACTION
3RNU	2.502	X-RAY DIFFRACTION
3RR7	1.95	X-RAY DIFFRACTION
3RR8	2.4	X-RAY DIFFRACTION
3RRG	2.3	X-RAY DIFFRACTION
3RRH	1.8	X-RAY DIFFRACTION
3RTJ	3.0	X-RAY DIFFRACTION
3RTV	1.9	X-RAY DIFFRACTION
3RW6	2.3	X-RAY DIFFRACTION
3RWU	2.33	X-RAY DIFFRACTION
3RZD	3.3	X-RAY DIFFRACTION
3RZG	1.62	X-RAY DIFFRACTION
3RZH	2.25	X-RAY DIFFRACTION
3RZJ	2.5	X-RAY DIFFRACTION
3RZK	2.78	X-RAY DIFFRACTION
3RZL	2.6	X-RAY DIFFRACTION
3RZM	3.06	X-RAY DIFFRACTION
3RZO	3.0	X-RAY DIFFRACTION
3S14	2.85	X-RAY DIFFRACTION
3S15	3.3	X-RAY DIFFRACTION
3S16	3.241	X-RAY DIFFRACTION
3S17	3.2	X-RAY DIFFRACTION
3S1M	3.13	X-RAY DIFFRACTION
3S1N	3.1	X-RAY DIFFRACTION
3S1Q	3.3	X-RAY DIFFRACTION
3S1R	3.2	X-RAY DIFFRACTION
3S2D	3.2	X-RAY DIFFRACTION
3S2H	3.3	X-RAY DIFFRACTION
3S3M	2.49	X-RAY DIFFRACTION
3S3N	2.49	X-RAY DIFFRACTION
3S3O	2.55	X-RAY DIFFRACTION
3S49	2.3	X-RAY DIFFRACTION
3S4G	6.0	X-RAY DIFFRACTION
3S4P	2.56	X-RAY DIFFRACTION
3S57	1.6	X-RAY DIFFRACTION
3S5A	1.7	X-RAY DIFFRACTION
3S6I	2.28	X-RAY DIFFRACTION
3S7C	1.1	X-RAY DIFFRACTION
3S8Q	2.1	X-RAY DIFFRACTION
3S8U	1.2	X-RAY DIFFRACTION
3S9H	1.95	X-RAY DIFFRACTION
3SAR	1.95	X-RAY DIFFRACTION
3SAS	2.05	X-RAY DIFFRACTION
3SAT	2.15	X-RAY DIFFRACTION
3SAU	1.65	X-RAY DIFFRACTION
3SAV	2.125	X-RAY DIFFRACTION
3SAW	2.35	X-RAY DIFFRACTION
3SBJ	2.1	X-RAY DIFFRACTION
3SC8	2.302	X-RAY DIFFRACTION
3SCX	2.35	X-RAY DIFFRACTION
3SD3	1.95	X-RAY DIFFRACTION
3SD8	1.67	X-RAY DIFFRACTION
3SI6	1.85	X-RAY DIFFRACTION
3SI8	2.15	X-RAY DIFFRACTION
3SIU	2.626	X-RAY DIFFRACTION
3SIV	3.304	X-RAY DIFFRACTION
3SJ2	1.36	X-RAY DIFFRACTION
3SJJ	2.38	X-RAY DIFFRACTION
3SJM	1.35	X-RAY DIFFRACTION
3SKI	2.3	X-RAY DIFFRACTION
3SKL	2.9	X-RAY DIFFRACTION
3SKR	3.1	X-RAY DIFFRACTION
3SKT	3.1	X-RAY DIFFRACTION
3SKW	2.95	X-RAY DIFFRACTION
3SKZ	2.605	X-RAY DIFFRACTION
3SLM	2.7	X-RAY DIFFRACTION
3SLP	2.3	X-RAY DIFFRACTION
3SLQ	2.5	X-RAY DIFFRACTION
3SM4	1.88	X-RAY DIFFRACTION
3SN2	2.99	X-RAY DIFFRACTION
3SNN	2.0	X-RAY DIFFRACTION
3SNP	2.8	X-RAY DIFFRACTION
3SPD	1.912	X-RAY DIFFRACTION
3SPL	2.101	X-RAY DIFFRACTION
3SPY	2.14	X-RAY DIFFRACTION
3SPZ	2.43	X-RAY DIFFRACTION
3SQ0	2.0	X-RAY DIFFRACTION
3SQ1	1.82	X-RAY DIFFRACTION
3SQ2	2.1	X-RAY DIFFRACTION
3SQ4	2.23	X-RAY DIFFRACTION
3SQI	2.8245	X-RAY DIFFRACTION
3SQW	1.909	X-RAY DIFFRACTION
3SQX	2.112	X-RAY DIFFRACTION
3SSC	2.1	X-RAY DIFFRACTION
3SSD	2.2	X-RAY DIFFRACTION
3SSE	2.7	X-RAY DIFFRACTION
3SSF	1.6	X-RAY DIFFRACTION
3SUH	2.65	X-RAY DIFFRACTION
3SUN	2.42	X-RAY DIFFRACTION
3SUO	2.23	X-RAY DIFFRACTION
3SUP	2.32	X-RAY DIFFRACTION
3SUQ	3.15	X-RAY DIFFRACTION
3SUX	2.9	X-RAY DIFFRACTION
3SUY	3.21	X-RAY DIFFRACTION
3SV3	2.1	X-RAY DIFFRACTION
3SV4	1.99	X-RAY DIFFRACTION
3SWM	4.25	X-RAY DIFFRACTION
3SWP	4.113	X-RAY DIFFRACTION
3SYW	1.57	X-RAY DIFFRACTION
3SYZ	1.952	X-RAY DIFFRACTION
3SZ2	2.15	X-RAY DIFFRACTION
3SZ5	2.8	X-RAY DIFFRACTION
3SZQ	2.353	X-RAY DIFFRACTION
3SZX	2.204	X-RAY DIFFRACTION
3T1H	3.11	X-RAY DIFFRACTION
3T1Y	2.8	X-RAY DIFFRACTION
3T3F	1.9	X-RAY DIFFRACTION
3T3N	3.09	X-RAY DIFFRACTION
3T3O	2.5	X-RAY DIFFRACTION
3T4B	3.55	X-RAY DIFFRACTION
